track,frame,x,y,class,width,height
144,447,1416,182,car,53,38
144,448,1413,181,car,53,38
144,449,1409,179,car,53,38
144,450,1407,177,car,52,38
144,451,1405,176,car,54,40
144,452,1403,175,car,52,40
144,453,1401,174,car,51,40
144,454,1398,172,car,50,39
144,455,1396,171,car,48,38
144,456,1394,169,car,47,37
144,457,1391,167,car,46,36
145,457,881,175,car,92,117
144,458,1387,168,car,46,36
145,458,876,178,car,93,118
146,458,1727,405,car,101,109
144,459,1384,166,car,45,35
145,459,872,183,car,96,122
146,459,1696,390,car,102,107
145,460,866,188,car,101,130
146,460,1668,375,car,100,102
145,461,861,192,car,105,135
146,461,1642,360,car,99,97
145,462,856,197,car,109,141
146,462,1619,348,car,98,94
144,463,1380,160,car,44,34
145,463,850,203,car,110,144
146,463,1598,336,car,96,89
144,464,1377,159,car,44,35
145,464,845,211,car,113,149
146,464,1579,324,car,95,86
144,465,1374,158,car,44,35
145,465,839,220,car,116,154
146,465,1562,314,car,95,84
144,466,1373,157,car,43,35
145,466,834,228,car,120,159
146,466,1545,305,car,92,80
144,467,1370,157,car,40,33
145,467,830,234,car,124,165
146,467,1528,296,car,91,78
144,468,1368,157,car,39,32
145,468,822,243,car,129,173
146,468,1513,287,car,88,74
144,469,1368,156,car,39,32
145,469,816,253,car,137,184
146,469,1498,278,car,88,72
144,470,1366,154,car,40,34
145,470,807,262,car,145,196
146,470,1486,272,car,84,68
144,471,1365,154,car,41,35
145,471,800,274,car,149,204
146,471,1467,261,car,80,65
144,472,1363,153,car,41,35
145,472,792,290,car,156,213
144,473,1361,152,car,36,31
145,473,785,302,car,166,229
143,474,1442,248,car,74,62
144,474,1359,151,car,36,30
145,474,779,319,car,175,242
143,475,1443,251,car,73,62
145,475,767,338,car,186,259
145,476,757,353,car,201,285
145,477,749,375,car,216,308
145,478,743,396,car,237,344
145,479,731,434,car,245,355
145,480,718,474,car,259,376
145,481,702,518,car,285,413
145,482,688,567,car,316,459
148,482,858,160,car,56,38
145,483,666,628,car,360,526
148,483,853,163,car,56,38
145,484,649,701,car,403,589
148,484,849,165,car,58,39
145,485,622,761,car,412,596
148,485,843,169,car,52,35
145,486,584,807,car,398,556
148,486,836,171,car,52,35
152,486,1356,198,car,58,46
145,487,572,835,car,411,574
148,487,830,175,car,54,37
152,487,1349,194,car,55,44
148,488,825,178,car,54,36
152,488,1345,190,car,54,43
148,489,819,180,car,54,37
152,489,1339,187,car,53,41
148,490,814,184,car,57,39
152,490,1339,185,car,54,42
148,491,808,186,car,57,39
152,491,1335,182,car,58,46
154,491,659,299,car,102,93
148,492,804,189,car,57,39
152,492,1332,179,car,55,44
154,492,649,308,car,107,97
148,493,799,193,car,58,39
152,493,1330,177,car,53,42
154,493,640,318,car,110,99
148,494,794,197,car,62,42
152,494,1329,174,car,51,41
154,494,629,330,car,116,105
148,495,787,200,car,65,44
152,495,1325,173,car,47,38
154,495,617,342,car,124,112
148,496,781,203,car,67,46
152,496,1319,171,car,44,34
154,496,604,355,car,131,117
148,497,772,207,car,68,47
152,497,1316,170,car,43,33
154,497,588,372,car,135,121
148,498,766,213,car,68,46
152,498,1311,168,car,44,33
154,498,573,388,car,142,127
148,499,760,217,car,69,47
152,499,1309,166,car,45,34
154,499,553,406,car,153,137
148,500,748,224,car,75,51
152,500,1306,163,car,43,33
154,500,533,425,car,163,147
144,501,1302,159,car,44,38
148,501,740,230,car,74,51
154,501,514,447,car,172,155
144,502,1300,159,car,43,37
148,502,733,235,car,76,52
154,502,494,471,car,183,165
144,503,1299,158,car,42,37
154,503,471,499,car,194,175
144,504,1299,157,car,40,35
148,504,719,249,car,85,58
154,504,448,527,car,207,188
144,505,1299,155,car,40,35
148,505,712,253,car,87,60
154,505,417,561,car,224,204
144,506,1299,154,car,39,33
148,506,703,261,car,89,62
154,506,387,600,car,243,223
144,507,1298,152,car,39,33
148,507,695,269,car,93,66
154,507,351,643,car,259,238
144,508,1296,152,car,39,33
148,508,685,277,car,94,67
154,508,312,696,car,284,262
148,509,675,288,car,97,70
154,509,264,756,car,321,299
145,510,192,868,car,287,371
148,510,664,299,car,103,75
154,510,243,780,car,332,310
145,511,159,910,car,267,328
148,511,651,308,car,108,79
145,512,134,948,car,224,260
148,512,637,320,car,110,81
145,513,113,964,car,196,227
148,513,623,334,car,114,85
148,514,610,348,car,119,89
148,515,596,363,car,123,92
148,516,581,380,car,130,98
148,517,563,396,car,134,102
148,518,548,415,car,147,113
148,519,530,436,car,153,118
148,520,510,461,car,163,126
148,521,488,490,car,175,137
148,522,463,521,car,185,145
148,523,435,555,car,199,158
155,523,1745,342,car,100,84
148,524,403,595,car,215,172
155,524,1720,331,car,99,82
148,525,368,641,car,236,190
155,525,1694,319,car,97,79
148,526,329,691,car,256,208
155,526,1672,309,car,97,78
148,527,284,753,car,281,231
155,527,1652,301,car,94,75
148,528,232,827,car,323,270
155,528,1632,293,car,90,70
148,529,210,854,car,335,280
154,529,149,942,car,316,294
155,529,1616,286,car,88,68
154,530,134,974,car,243,216
155,530,1600,277,car,88,67
154,531,127,986,car,233,207
155,531,1587,270,car,85,63
155,532,1574,263,car,85,63
155,533,1560,257,car,83,61
155,534,1548,252,car,79,58
155,535,1536,246,car,78,57
155,536,1524,240,car,78,57
155,537,1512,236,car,77,56
155,538,1501,231,car,74,54
155,539,1489,225,car,74,54
155,540,1479,221,car,71,51
155,541,1473,218,car,70,51
155,542,1460,212,car,68,49
155,543,1457,210,car,66,48
155,544,1446,204,car,64,46
155,545,1446,203,car,63,45
155,546,1441,201,car,61,44
155,547,1435,198,car,61,43
155,548,1427,193,car,60,42
155,549,1418,189,car,58,41
155,550,1416,188,car,57,41
155,551,1411,186,car,58,42
155,552,1404,183,car,58,43
155,553,1398,180,car,55,40
155,554,1395,177,car,52,39
155,555,1390,174,car,51,38
155,556,1387,172,car,52,40
155,557,1384,169,car,52,40
155,558,1383,168,car,50,39
155,559,1380,167,car,49,38
155,560,1375,164,car,48,37
155,562,1371,160,car,49,38
155,563,1368,159,car,47,37
155,564,1363,157,car,47,36
155,565,1359,155,car,44,35
155,566,1356,154,car,45,36
155,567,1354,154,car,44,35
155,568,1353,153,car,42,34
155,569,1352,153,car,41,33
155,570,1349,151,car,40,33
156,582,857,158,car,54,41
156,583,855,159,car,55,42
156,584,853,160,car,54,41
156,585,849,160,car,55,42
156,586,847,161,car,56,43
156,590,827,170,car,58,45
156,591,823,172,car,58,45
156,592,818,176,car,59,45
156,593,814,177,car,60,47
156,594,813,178,car,60,47
156,595,811,180,car,61,47
156,596,808,181,car,61,48
156,599,798,189,car,61,48
156,600,794,191,car,63,49
156,601,790,194,car,65,51
156,602,786,196,car,66,51
156,604,777,200,car,68,53
156,605,775,203,car,69,54
156,606,770,205,car,71,55
156,607,768,208,car,73,57
156,608,764,210,car,74,58
156,609,761,213,car,74,58
156,610,757,215,car,75,59
156,612,752,219,car,75,59
156,613,748,220,car,78,62
156,614,744,223,car,80,63
156,615,741,225,car,81,65
156,616,736,229,car,80,64
156,617,732,232,car,79,63
156,618,727,234,car,81,64
156,619,723,237,car,84,67
156,620,720,239,car,85,68
156,621,719,241,car,88,70
156,622,716,244,car,90,73
156,623,714,245,car,90,73
156,624,710,249,car,91,74
156,625,706,252,car,93,75
156,626,700,255,car,98,81
156,627,697,258,car,98,81
157,627,358,768,car,211,219
156,628,693,261,car,95,78
157,628,453,764,car,227,216
156,629,689,264,car,96,80
157,629,553,758,car,245,217
156,630,686,266,car,100,83
157,630,650,755,car,265,219
156,631,681,269,car,102,86
157,631,745,751,car,280,217
156,632,678,273,car,102,86
157,632,842,744,car,286,210
156,633,674,277,car,98,83
157,633,938,740,car,297,206
156,634,670,280,car,100,86
157,634,1024,732,car,311,206
156,635,667,282,car,97,82
157,635,1110,728,car,322,206
156,636,666,285,car,105,89
157,636,1194,723,car,331,205
156,637,661,290,car,104,88
157,637,1272,715,car,326,197
156,638,657,295,car,105,89
157,638,1347,708,car,332,196
156,639,654,297,car,107,92
157,639,1414,701,car,325,188
156,640,650,300,car,108,93
157,640,1476,694,car,328,187
156,641,646,302,car,109,95
157,641,1536,685,car,329,185
156,642,642,307,car,110,96
157,642,1592,676,car,321,180
156,643,638,308,car,112,98
157,643,1642,666,car,316,177
156,644,634,312,car,116,102
157,644,1688,654,car,308,172
156,645,630,317,car,112,98
157,645,1726,643,car,300,168
156,646,627,320,car,115,101
157,646,1766,632,car,295,167
156,647,624,322,car,116,102
157,647,1800,620,car,280,160
156,648,623,326,car,116,102
157,648,1823,608,car,271,158
156,649,623,328,car,118,104
157,649,1842,597,car,251,150
156,650,620,333,car,121,107
157,650,1854,586,car,236,146
156,651,617,337,car,122,109
157,651,1868,574,car,216,139
156,652,613,341,car,121,109
157,652,1877,563,car,206,139
161,652,1720,921,car,218,325
156,653,609,344,car,122,111
157,653,1885,551,car,197,140
161,653,1689,929,car,224,309
156,654,604,348,car,124,112
157,654,1892,536,car,177,133
161,654,1652,940,car,230,288
156,655,600,353,car,123,112
157,655,1920,525,car,172,130
161,655,1603,946,car,239,273
156,656,596,354,car,124,113
161,656,1551,955,car,246,254
156,657,594,357,car,128,116
161,657,1498,966,car,250,231
162,657,772,193,car,62,52
156,658,588,362,car,128,117
161,658,1457,978,car,247,204
162,658,767,195,car,61,51
156,659,585,365,car,130,119
161,659,1414,991,car,239,176
162,659,766,197,car,67,56
156,660,584,368,car,131,121
161,660,1380,1008,car,220,143
162,660,763,198,car,71,60
156,661,581,369,car,132,123
161,661,1343,1019,car,192,125
162,661,761,200,car,71,61
156,662,579,374,car,132,122
162,662,756,199,car,73,62
156,663,576,378,car,131,122
162,663,754,203,car,74,63
156,664,574,379,car,136,127
162,664,749,207,car,74,63
156,665,570,384,car,135,124
162,665,744,209,car,75,64
156,666,567,388,car,136,125
162,666,739,211,car,75,64
156,667,563,390,car,138,125
162,667,733,213,car,76,65
163,667,1851,410,car,67,99
156,668,557,392,car,138,125
162,668,729,216,car,77,65
163,668,1839,400,car,68,95
156,669,554,395,car,139,125
162,669,724,218,car,78,66
163,669,1827,393,car,71,93
156,670,552,398,car,142,128
162,670,720,220,car,82,69
163,670,1813,385,car,75,93
156,671,549,399,car,145,130
162,671,716,223,car,83,71
163,671,1798,377,car,78,92
156,672,547,403,car,144,129
162,672,713,225,car,83,71
163,672,1784,369,car,78,87
156,673,545,405,car,146,131
162,673,709,229,car,83,70
163,673,1773,362,car,80,85
156,674,543,406,car,149,134
162,674,704,231,car,86,73
163,674,1758,353,car,84,85
156,675,542,409,car,150,134
162,675,701,234,car,86,73
163,675,1745,346,car,87,85
156,676,541,411,car,151,135
162,676,697,236,car,87,74
163,676,1731,340,car,86,82
156,677,540,412,car,153,137
162,677,693,238,car,88,75
163,677,1719,333,car,89,82
156,678,534,418,car,154,139
162,678,688,241,car,88,74
163,678,1704,326,car,87,78
156,679,533,419,car,157,142
162,679,685,242,car,90,76
163,679,1692,320,car,87,76
156,680,531,422,car,157,141
162,680,680,245,car,91,77
163,680,1678,315,car,88,75
156,681,530,423,car,156,141
162,681,674,249,car,95,81
163,681,1664,308,car,86,71
156,682,528,427,car,154,139
162,682,669,251,car,97,82
163,682,1653,304,car,89,72
156,683,526,428,car,157,142
162,683,666,256,car,99,85
163,683,1642,297,car,88,71
156,684,524,430,car,157,142
162,684,661,259,car,99,84
163,684,1629,292,car,84,66
156,685,524,430,car,157,143
162,685,658,261,car,102,89
163,685,1620,287,car,84,65
156,686,522,432,car,159,144
162,686,657,264,car,101,88
163,686,1610,281,car,84,64
156,687,521,434,car,160,145
162,687,655,265,car,103,90
163,687,1602,276,car,84,64
156,688,520,436,car,161,146
162,688,652,266,car,101,90
163,688,1592,272,car,83,62
156,689,518,437,car,163,148
162,689,648,270,car,105,93
163,689,1583,266,car,84,62
156,690,517,439,car,162,147
162,690,644,274,car,107,95
163,690,1573,263,car,83,61
156,691,513,440,car,164,150
162,691,639,278,car,104,93
163,691,1565,259,car,81,59
156,692,511,443,car,167,153
162,692,635,281,car,105,94
163,692,1555,254,car,82,60
156,693,509,446,car,166,152
162,693,631,285,car,106,94
163,693,1545,250,car,81,58
156,694,505,450,car,158,144
162,694,628,286,car,108,96
163,694,1537,248,car,78,56
156,695,503,450,car,158,144
162,695,624,288,car,110,97
163,695,1528,245,car,75,54
156,696,504,452,car,162,147
162,696,622,292,car,114,102
163,696,1522,242,car,72,52
156,697,502,457,car,159,145
162,697,619,295,car,114,103
163,697,1515,238,car,75,54
156,698,499,459,car,159,145
162,698,618,298,car,115,104
163,698,1507,233,car,73,53
156,699,499,460,car,161,147
162,699,617,300,car,115,105
163,699,1501,230,car,72,52
156,700,501,456,car,166,151
162,700,614,303,car,116,107
163,700,1496,227,car,70,50
156,701,502,454,car,169,154
162,701,613,305,car,118,109
163,701,1490,223,car,69,49
156,702,502,454,car,168,153
162,702,610,308,car,118,110
163,702,1485,220,car,65,47
156,703,499,457,car,168,154
162,703,606,310,car,118,110
163,703,1478,218,car,67,48
156,704,499,460,car,168,154
162,704,602,313,car,119,111
163,704,1472,214,car,65,47
156,705,498,461,car,169,156
162,705,599,315,car,121,113
163,705,1465,212,car,64,46
156,706,497,462,car,169,157
162,706,597,315,car,122,115
163,706,1459,209,car,64,46
156,707,495,464,car,167,154
162,707,594,318,car,123,116
163,707,1453,206,car,62,45
156,708,495,463,car,167,155
162,708,592,320,car,121,116
163,708,1448,204,car,63,46
156,709,494,465,car,167,155
162,709,591,324,car,121,116
163,709,1443,202,car,61,44
156,710,493,464,car,167,155
162,710,584,333,car,106,100
163,710,1441,200,car,58,41
156,711,492,468,car,161,150
162,711,581,336,car,106,99
163,711,1439,197,car,56,40
156,712,493,468,car,163,152
163,712,1434,195,car,55,39
156,713,495,465,car,165,155
162,713,581,336,car,123,116
163,713,1428,193,car,55,39
156,714,496,466,car,166,155
162,714,579,338,car,129,121
163,714,1424,190,car,55,38
156,715,496,466,car,165,155
162,715,576,341,car,130,123
163,715,1420,187,car,55,38
156,716,494,468,car,160,151
162,716,575,342,car,128,121
163,716,1417,186,car,55,39
156,717,491,470,car,156,147
162,717,572,346,car,126,119
163,717,1414,183,car,55,38
156,718,491,470,car,157,148
162,718,569,346,car,128,122
163,718,1410,183,car,54,38
156,719,492,470,car,158,149
162,719,568,347,car,128,121
163,719,1407,181,car,55,39
156,720,493,468,car,163,153
162,720,566,348,car,129,122
163,720,1403,180,car,54,38
156,721,494,468,car,163,153
162,721,562,351,car,129,122
163,721,1399,178,car,51,36
156,722,494,467,car,163,153
162,722,560,353,car,130,123
163,722,1396,176,car,52,37
156,723,493,469,car,159,149
162,723,561,354,car,129,122
163,723,1393,175,car,50,36
156,724,492,470,car,158,148
162,724,560,355,car,129,121
163,724,1390,172,car,51,37
156,725,491,472,car,155,145
162,725,560,355,car,129,121
163,725,1388,170,car,50,36
156,726,492,471,car,156,146
162,726,560,357,car,130,121
163,726,1386,168,car,49,35
156,727,494,470,car,157,148
162,727,558,357,car,129,121
163,727,1384,166,car,50,36
156,728,494,470,car,159,150
162,728,557,358,car,130,123
163,728,1382,165,car,46,34
156,729,493,470,car,159,150
162,729,557,358,car,132,124
163,729,1379,163,car,46,33
156,730,491,471,car,156,147
162,730,556,360,car,131,123
163,730,1377,162,car,47,34
156,731,490,471,car,155,146
162,731,555,362,car,129,122
163,731,1374,160,car,46,34
156,732,491,472,car,155,146
162,732,552,363,car,130,123
163,732,1372,161,car,44,32
156,733,493,470,car,156,146
162,733,550,363,car,129,123
163,733,1369,160,car,43,31
156,734,492,470,car,157,146
162,734,549,365,car,125,119
163,734,1368,158,car,42,31
156,735,492,471,car,156,146
162,735,549,365,car,127,121
163,735,1365,157,car,41,30
156,736,492,471,car,156,145
162,736,549,364,car,128,122
156,737,490,472,car,154,143
162,737,549,365,car,128,122
156,738,490,473,car,153,142
162,738,549,365,car,128,122
156,739,492,473,car,154,143
162,739,550,365,car,126,120
163,739,1360,153,car,43,32
156,740,494,472,car,156,145
162,740,549,365,car,124,118
163,740,1359,152,car,42,32
156,741,495,471,car,157,146
162,741,549,365,car,125,119
163,741,1357,151,car,42,32
156,742,491,472,car,157,146
162,742,547,366,car,126,119
156,743,490,473,car,153,143
162,743,546,365,car,126,119
156,744,490,472,car,155,145
162,744,547,365,car,125,117
156,745,491,472,car,155,144
162,745,545,364,car,121,113
156,746,492,472,car,156,144
162,746,544,364,car,121,113
156,747,492,472,car,157,145
162,747,543,365,car,121,112
156,748,492,472,car,157,145
162,748,542,365,car,122,111
156,749,491,472,car,158,145
162,749,543,365,car,122,111
156,750,490,473,car,157,144
162,750,545,363,car,122,111
156,751,490,473,car,155,143
162,751,545,363,car,124,113
156,752,492,472,car,157,145
162,752,547,364,car,128,117
156,753,494,472,car,157,145
162,753,546,365,car,129,118
156,754,494,473,car,158,145
162,754,546,365,car,129,118
156,755,494,473,car,158,145
162,755,547,365,car,128,118
156,756,492,473,car,155,144
162,756,547,365,car,127,117
156,757,491,472,car,157,145
162,757,547,363,car,124,114
156,758,492,472,car,158,145
162,758,545,363,car,122,112
156,759,493,472,car,158,145
162,759,543,363,car,122,111
156,760,492,472,car,158,145
162,760,543,363,car,122,109
156,761,492,472,car,158,145
162,761,543,363,car,122,108
156,762,491,472,car,157,143
162,762,543,363,car,123,109
156,763,490,472,car,156,143
162,763,545,363,car,121,108
156,764,490,472,car,156,142
162,764,547,364,car,125,111
164,764,862,158,car,49,34
156,765,491,473,car,156,143
162,765,546,364,car,128,115
164,765,858,159,car,52,36
156,766,493,472,car,157,144
162,766,548,364,car,129,116
164,766,855,161,car,52,36
156,767,494,472,car,157,144
162,767,548,364,car,129,116
164,767,852,163,car,53,37
156,768,493,472,car,157,144
162,768,548,365,car,129,116
164,768,849,164,car,54,38
156,769,491,471,car,157,144
162,769,548,364,car,127,114
164,769,844,167,car,50,35
156,770,492,471,car,157,145
162,770,548,362,car,120,107
164,770,839,170,car,49,34
156,771,492,473,car,157,144
162,771,547,363,car,122,108
164,771,833,171,car,50,34
156,772,492,473,car,157,144
162,772,546,364,car,123,109
164,772,828,173,car,53,37
165,772,1693,668,car,189,184
156,773,492,473,car,157,144
162,773,545,365,car,125,111
164,773,826,175,car,53,37
165,773,1641,669,car,202,185
156,774,492,474,car,157,143
162,774,545,365,car,126,111
164,774,822,177,car,51,35
165,774,1585,669,car,218,187
156,775,491,474,car,156,142
162,775,545,365,car,125,110
164,775,818,179,car,51,36
165,775,1526,668,car,234,187
156,776,490,472,car,156,142
162,776,546,364,car,126,112
164,776,815,180,car,53,36
165,776,1465,668,car,253,191
156,777,490,473,car,156,142
162,777,547,363,car,128,114
164,777,813,182,car,55,38
165,777,1401,668,car,270,194
156,778,492,473,car,155,142
162,778,548,363,car,128,114
164,778,809,184,car,56,39
165,778,1339,667,car,280,192
156,779,492,472,car,156,142
162,779,549,364,car,127,114
164,779,807,187,car,55,38
165,779,1274,666,car,292,190
156,780,492,472,car,157,142
162,780,548,364,car,127,114
164,780,803,187,car,58,40
165,780,1210,667,car,301,187
166,780,454,1010,car,315,138
156,781,493,472,car,155,141
162,781,549,364,car,128,114
164,781,799,189,car,59,40
165,781,1143,661,car,320,191
166,781,557,1012,car,330,135
156,782,491,473,car,155,141
162,782,548,364,car,128,115
164,782,796,193,car,58,40
165,782,1075,659,car,337,195
166,782,665,1013,car,350,133
156,783,490,473,car,157,143
162,783,547,364,car,124,111
164,783,791,194,car,59,40
165,783,1010,658,car,348,196
166,783,788,1013,car,369,130
156,784,491,473,car,157,143
162,784,546,363,car,122,109
164,784,786,197,car,62,43
165,784,942,657,car,362,198
166,784,907,1014,car,392,129
156,785,491,472,car,159,144
162,785,545,362,car,122,109
164,785,782,200,car,63,43
165,785,875,656,car,369,198
166,785,1007,1015,car,408,127
156,786,492,472,car,159,144
162,786,545,363,car,122,108
164,786,779,203,car,63,44
165,786,808,655,car,382,200
166,786,1130,1016,car,421,125
156,787,492,472,car,159,145
162,787,545,363,car,122,108
164,787,776,205,car,63,44
165,787,738,653,car,392,202
166,787,1254,1016,car,440,124
156,788,491,472,car,158,143
162,788,546,364,car,123,109
164,788,772,206,car,63,44
165,788,670,652,car,397,201
166,788,1380,1018,car,457,121
156,789,491,472,car,158,144
162,789,547,364,car,127,113
164,789,769,208,car,66,46
165,789,605,651,car,401,202
166,789,1499,1018,car,470,120
156,790,491,471,car,156,142
162,790,547,365,car,128,114
164,790,766,210,car,67,47
165,790,538,652,car,399,198
166,790,1599,1018,car,482,120
156,791,491,472,car,153,140
162,791,548,364,car,127,112
164,791,763,212,car,65,45
165,791,471,651,car,403,198
166,791,1674,1018,car,480,118
156,792,493,472,car,156,142
162,792,547,364,car,128,114
164,792,759,216,car,66,46
165,792,404,650,car,409,199
166,792,1737,1018,car,475,119
156,793,494,471,car,156,143
162,793,547,364,car,128,114
164,793,756,219,car,68,47
165,793,337,651,car,409,197
166,793,1832,1019,car,469,118
156,794,493,471,car,156,143
162,794,547,364,car,128,114
164,794,753,220,car,72,49
165,794,270,651,car,409,195
156,795,492,471,car,157,144
162,795,547,364,car,127,113
164,795,750,222,car,74,51
165,795,212,652,car,407,193
156,796,490,472,car,155,142
162,796,546,364,car,127,113
164,796,746,225,car,75,52
165,796,169,652,car,411,198
156,797,490,472,car,154,141
162,797,545,364,car,126,112
164,797,741,229,car,76,53
165,797,133,653,car,390,193
167,797,1740,635,car,141,170
156,798,491,473,car,155,143
162,798,545,364,car,125,110
164,798,738,231,car,74,52
165,798,101,652,car,375,193
167,798,1705,635,car,158,171
156,799,491,473,car,157,143
162,799,545,363,car,125,110
164,799,735,234,car,73,50
165,799,68,652,car,357,195
167,799,1654,635,car,178,175
156,800,491,473,car,157,143
162,800,544,363,car,124,109
164,800,732,237,car,74,51
165,800,38,648,car,350,205
167,800,1599,636,car,195,177
156,801,490,474,car,157,144
162,801,545,364,car,126,111
164,801,727,240,car,73,50
165,801,-12,647,car,352,206
167,801,1545,637,car,214,179
156,802,488,473,car,155,142
162,802,547,364,car,127,112
164,802,726,241,car,77,53
167,802,1483,636,car,229,178
168,802,415,980,car,319,197
156,803,489,473,car,154,141
162,803,547,365,car,128,113
164,803,723,243,car,80,56
167,803,1423,636,car,246,178
168,803,512,981,car,340,194
156,804,491,472,car,156,143
162,804,547,364,car,129,114
164,804,719,245,car,82,57
167,804,1363,635,car,267,183
168,804,622,983,car,360,191
156,805,492,472,car,157,144
162,805,547,365,car,130,115
164,805,717,248,car,82,57
167,805,1300,635,car,279,182
168,805,738,986,car,376,185
156,806,492,472,car,156,144
162,806,547,365,car,129,114
164,806,715,251,car,83,58
167,806,1238,634,car,286,178
168,806,843,988,car,392,180
156,807,492,472,car,156,144
162,807,547,364,car,128,113
164,807,711,255,car,84,59
167,807,1170,633,car,305,181
168,807,947,989,car,411,176
156,808,490,472,car,155,143
162,808,546,364,car,127,113
164,808,707,258,car,85,60
167,808,1106,628,car,318,183
168,808,1059,991,car,430,174
156,809,490,472,car,154,143
162,809,547,362,car,123,109
164,809,702,260,car,85,60
167,809,1036,627,car,335,186
168,809,1161,992,car,448,173
156,810,490,473,car,154,142
162,810,546,362,car,123,108
164,810,699,262,car,87,62
167,810,969,628,car,345,186
168,810,1269,993,car,467,172
156,811,492,472,car,156,144
162,811,545,363,car,123,107
164,811,696,264,car,89,64
167,811,897,628,car,356,185
168,811,1383,993,car,485,171
156,812,491,473,car,156,144
162,812,545,363,car,123,106
164,812,694,266,car,89,65
167,812,831,626,car,372,189
168,812,1501,996,car,491,165
156,813,491,472,car,156,143
162,813,544,364,car,123,106
164,813,692,270,car,88,64
167,813,759,625,car,389,195
168,813,1594,999,car,494,160
156,814,491,472,car,156,143
162,814,544,362,car,120,103
164,814,690,273,car,87,63
167,814,689,625,car,395,195
168,814,1656,1000,car,494,159
156,815,492,471,car,156,143
162,815,546,361,car,118,100
164,815,687,276,car,87,63
167,815,620,625,car,405,198
168,815,1715,1000,car,486,158
156,816,492,472,car,157,143
162,816,547,363,car,126,107
164,816,684,278,car,88,64
167,816,551,626,car,405,196
168,816,1764,1001,car,467,155
156,817,491,470,car,153,140
162,817,546,364,car,130,110
164,817,681,280,car,89,64
167,817,481,628,car,402,191
168,817,1848,1002,car,459,153
156,818,492,469,car,148,135
162,818,546,365,car,132,113
164,818,679,283,car,91,65
167,818,413,629,car,403,190
156,819,491,469,car,150,137
162,819,547,365,car,132,113
164,819,676,285,car,91,65
167,819,346,631,car,408,191
156,820,491,470,car,154,140
162,820,547,365,car,132,113
164,820,673,290,car,88,63
167,820,277,632,car,411,191
156,821,491,471,car,155,142
162,821,547,365,car,130,111
164,821,671,292,car,90,64
167,821,217,634,car,414,192
156,822,490,473,car,156,143
162,822,546,364,car,127,109
164,822,668,293,car,95,67
167,822,176,636,car,414,194
156,823,491,473,car,157,143
162,823,545,364,car,124,105
164,823,666,293,car,96,68
167,823,141,638,car,406,194
156,824,491,473,car,156,143
162,824,545,364,car,124,104
164,824,664,295,car,97,69
167,824,106,638,car,382,190
156,825,491,473,car,156,143
162,825,544,364,car,124,103
164,825,661,299,car,99,71
167,825,76,640,car,362,190
156,826,491,473,car,157,143
162,826,545,362,car,121,101
164,826,659,302,car,99,72
167,826,46,639,car,346,194
156,827,490,474,car,158,143
162,827,547,361,car,119,98
164,827,659,303,car,98,71
167,827,-4,640,car,347,195
156,828,490,473,car,158,145
162,828,549,360,car,120,99
164,828,658,306,car,98,72
156,829,489,472,car,158,145
162,829,547,347,car,95,75
164,829,657,306,car,99,72
156,830,489,472,car,157,145
162,830,549,356,car,115,91
164,830,655,308,car,100,73
156,831,490,472,car,156,145
162,831,549,358,car,120,96
164,831,653,312,car,94,68
156,832,490,472,car,156,145
162,832,541,381,car,113,89
164,832,650,317,car,86,62
156,833,490,472,car,156,145
162,833,545,368,car,123,97
164,833,650,315,car,95,69
156,834,489,472,car,155,144
162,834,545,369,car,123,97
164,834,649,315,car,99,72
156,835,489,472,car,154,144
162,835,548,363,car,127,100
164,835,647,316,car,101,74
156,836,489,472,car,154,144
162,836,548,363,car,130,101
164,836,643,318,car,106,78
156,837,491,472,car,156,145
162,837,548,364,car,134,104
164,837,642,319,car,104,76
156,838,491,472,car,156,145
162,838,547,364,car,131,101
164,838,639,321,car,106,78
156,839,491,472,car,156,145
162,839,548,364,car,131,102
164,839,638,322,car,107,79
156,840,490,473,car,154,143
162,840,547,362,car,128,99
164,840,638,323,car,108,80
156,841,489,473,car,154,143
162,841,548,361,car,125,95
164,841,639,325,car,107,80
156,842,489,472,car,153,143
162,842,541,379,car,120,91
164,842,638,326,car,109,82
156,843,489,473,car,153,143
162,843,538,386,car,117,88
164,843,638,328,car,108,82
156,844,489,473,car,153,143
162,844,537,388,car,118,88
164,844,637,329,car,107,82
156,845,489,473,car,152,142
162,845,537,389,car,120,89
164,845,638,330,car,101,78
156,846,489,472,car,152,142
162,846,538,390,car,118,86
164,846,638,331,car,102,78
156,847,488,473,car,151,141
162,847,537,391,car,116,84
164,847,635,334,car,107,83
156,848,488,473,car,150,141
162,848,537,394,car,115,83
164,848,635,334,car,105,82
156,849,489,473,car,151,140
164,849,635,334,car,103,80
156,850,489,473,car,152,142
164,850,634,335,car,101,79
156,851,490,473,car,154,143
164,851,634,335,car,100,79
156,852,489,474,car,152,141
164,852,632,337,car,105,85
156,853,488,474,car,151,140
164,853,632,338,car,106,86
156,854,487,473,car,151,140
162,854,537,387,car,118,83
164,854,631,339,car,105,87
171,854,855,158,car,59,42
156,855,487,472,car,151,140
162,855,537,386,car,121,84
164,855,632,339,car,103,85
171,855,852,160,car,60,43
156,856,488,473,car,151,140
162,856,538,387,car,120,83
164,856,632,341,car,103,85
171,856,850,159,car,61,44
156,857,489,473,car,151,141
162,857,538,389,car,119,81
