track,frame,x,y,class,width,height
41,135,1319,169,car,48,33
45,135,1501,222,car,78,55
48,135,821,332,car,131,93
50,135,846,248,car,91,75
2,136,704,688,car,231,231
34,136,593,354,car,136,116
39,136,1384,183,car,61,44
45,136,1496,219,car,76,53
48,136,815,343,car,138,101
50,136,843,253,car,93,77
2,137,691,737,car,252,254
34,137,583,364,car,142,122
45,137,1490,217,car,73,51
48,137,812,352,car,144,108
50,137,838,261,car,93,77
2,138,678,792,car,273,278
34,138,572,376,car,145,125
45,138,1485,215,car,72,50
48,138,804,365,car,145,111
50,138,835,268,car,104,87
53,138,882,209,car,68,59
2,139,661,858,car,302,312
34,139,558,388,car,146,126
45,139,1480,213,car,72,49
48,139,799,379,car,146,115
50,139,830,275,car,104,88
53,139,880,212,car,70,60
2,140,645,913,car,297,306
34,140,546,401,car,153,133
45,140,1475,210,car,71,49
48,140,792,391,car,150,121
50,140,825,283,car,109,93
53,140,876,218,car,74,64
2,141,637,941,car,307,316
34,141,538,408,car,157,136
39,141,1359,176,car,52,37
45,141,1469,207,car,69,47
48,141,786,406,car,151,124
50,141,821,293,car,112,98
53,141,873,222,car,75,65
39,142,1352,174,car,50,36
45,142,1462,204,car,67,46
48,142,781,427,car,150,125
50,142,817,301,car,116,103
53,142,868,224,car,75,65
34,143,507,444,car,174,152
45,143,1458,202,car,66,45
48,143,775,445,car,155,131
50,143,814,309,car,119,106
53,143,866,230,car,76,66
34,144,497,454,car,179,155
39,144,1345,171,car,46,33
45,144,1455,200,car,64,43
48,144,767,469,car,155,132
50,144,808,320,car,122,111
53,144,864,234,car,78,67
34,145,476,479,car,191,168
39,145,1339,171,car,47,33
45,145,1451,199,car,64,43
48,145,760,488,car,173,150
50,145,803,332,car,123,112
53,145,862,239,car,82,70
34,146,456,499,car,199,176
39,146,1333,169,car,46,32
45,146,1448,197,car,63,42
48,146,754,516,car,179,158
50,146,798,341,car,123,112
53,146,859,244,car,87,75
34,147,439,520,car,207,184
45,147,1443,196,car,62,41
48,147,744,545,car,181,160
50,147,793,353,car,126,116
53,147,857,251,car,88,75
34,148,416,545,car,215,191
45,148,1440,193,car,62,41
48,148,734,579,car,185,165
50,148,788,362,car,125,115
53,148,848,258,car,88,75
34,149,394,569,car,231,206
45,149,1435,191,car,61,40
48,149,725,605,car,216,197
50,149,783,378,car,137,126
53,149,843,264,car,96,82
9,150,709,657,car,224,238
34,150,375,598,car,247,222
45,150,1431,191,car,62,41
48,150,719,622,car,224,204
50,150,778,394,car,145,134
53,150,840,271,car,104,91
9,151,735,637,car,215,228
34,151,350,627,car,266,242
45,151,1426,188,car,61,40
50,151,773,403,car,149,138
53,151,835,278,car,101,88
9,152,691,751,car,247,267
34,152,321,662,car,280,258
50,152,765,430,car,157,147
53,152,829,286,car,106,92
9,153,703,758,car,247,268
34,153,306,680,car,290,267
50,153,758,457,car,153,142
53,153,825,294,car,110,97
28,154,244,764,car,309,310
50,154,750,481,car,158,147
53,154,820,303,car,110,97
59,154,674,249,car,136,139
28,155,214,800,car,330,336
50,155,745,493,car,162,150
53,155,815,313,car,113,100
59,155,661,263,car,128,131
28,156,182,846,car,343,354
53,156,810,321,car,116,103
59,156,656,269,car,131,134
28,157,159,893,car,326,342
45,157,1407,180,car,53,36
53,157,805,336,car,118,105
59,157,649,275,car,135,137
60,157,851,253,car,78,62
28,158,136,929,car,288,304
45,158,1405,177,car,53,36
53,158,800,345,car,125,111
59,158,642,278,car,144,147
60,158,846,261,car,81,65
28,159,115,961,car,235,246
45,159,1403,175,car,53,37
53,159,795,358,car,131,117
59,159,636,283,car,148,151
60,159,841,269,car,79,64
28,160,100,986,car,218,229
45,160,1400,173,car,52,36
53,160,789,368,car,136,122
59,160,634,275,car,175,181
60,160,837,275,car,81,65
53,161,782,383,car,140,126
59,161,619,295,car,167,174
60,161,832,282,car,87,70
53,162,778,392,car,144,129
59,162,605,304,car,174,184
60,162,828,291,car,89,72
45,163,1394,170,car,50,35
59,163,601,306,car,196,210
60,163,825,299,car,90,73
64,163,780,168,car,130,133
45,164,1393,171,car,47,33
53,164,762,435,car,168,153
59,164,594,311,car,203,218
60,164,820,311,car,89,72
64,164,771,173,car,132,137
43,165,947,154,car,53,29
45,165,1392,170,car,46,32
53,165,755,456,car,173,160
60,165,815,320,car,93,75
64,165,772,172,car,139,146
66,165,873,235,car,70,60
43,166,945,154,car,51,28
45,166,1389,168,car,45,31
53,166,749,477,car,184,172
59,166,563,352,car,186,199
60,166,809,331,car,104,85
64,166,771,172,car,144,152
66,166,870,238,car,75,65
43,167,942,156,car,48,27
53,167,745,500,car,194,182
59,167,543,376,car,179,193
60,167,804,342,car,107,89
64,167,764,174,car,144,154
66,167,867,243,car,79,68
67,167,1784,357,car,87,93
68,167,1711,405,car,114,93
9,168,548,370,car,239,275
43,168,940,158,car,50,28
53,168,736,527,car,203,193
59,168,534,385,car,183,197
60,168,797,353,car,114,96
64,168,761,176,car,146,157
66,168,863,249,car,85,73
67,168,1756,345,car,87,89
68,168,1684,390,car,110,88
70,168,898,201,car,57,53
9,169,540,346,car,240,276
43,169,937,159,car,52,30
53,169,728,559,car,221,211
60,169,792,365,car,117,100
64,169,756,177,car,153,164
66,169,861,255,car,87,74
67,169,1733,334,car,87,88
68,169,1657,376,car,110,88
70,169,895,202,car,57,53
9,170,519,375,car,252,295
43,170,935,161,car,57,33
45,170,1380,160,car,49,34
53,170,722,574,car,229,218
60,170,784,381,car,119,103
64,170,753,181,car,155,168
66,170,856,262,car,91,79
67,170,1712,323,car,88,86
68,170,1634,362,car,106,83
70,170,890,208,car,59,54
9,171,505,387,car,265,317
43,171,931,163,car,57,34
45,171,1378,158,car,49,34
53,171,710,629,car,248,238
60,171,777,397,car,123,107
64,171,749,185,car,155,169
66,171,851,270,car,92,80
67,171,1688,314,car,89,84
68,171,1613,349,car,102,79
70,171,888,213,car,61,56
9,172,487,410,car,276,337
43,172,926,166,car,56,34
45,172,1373,159,car,47,33
53,172,696,675,car,270,261
60,172,771,413,car,128,113
64,172,743,189,car,155,169
66,172,848,275,car,94,82
67,172,1669,304,car,88,81
68,172,1591,338,car,98,74
70,172,882,217,car,63,57
9,173,470,428,car,279,343
43,173,924,168,car,54,33
45,173,1372,157,car,46,33
53,173,681,724,car,297,287
60,173,765,430,car,132,118
64,173,740,191,car,156,171
67,173,1651,296,car,88,80
68,173,1571,328,car,94,70
70,173,877,220,car,61,55
72,173,850,159,car,50,38
9,174,456,443,car,303,378
43,174,921,169,car,56,34
45,174,1369,156,car,46,32
50,174,656,806,car,352,335
53,174,674,745,car,307,297
60,174,757,451,car,141,126
64,174,730,196,car,160,176
67,174,1635,290,car,81,71
68,174,1553,318,car,91,67
70,174,874,225,car,66,60
72,174,848,159,car,51,39
9,175,432,468,car,324,405
50,175,648,855,car,378,368
60,175,749,472,car,146,132
64,175,723,199,car,164,180
67,175,1615,281,car,79,69
68,175,1537,309,car,89,65
70,175,870,230,car,69,62
72,175,843,160,car,51,39
9,176,405,497,car,345,431
43,176,914,173,car,56,35
50,176,634,900,car,362,342
60,176,743,497,car,152,138
64,176,718,203,car,167,183
68,176,1521,300,car,90,65
70,176,866,236,car,69,63
72,176,840,162,car,50,38
9,177,376,528,car,369,462
43,177,911,176,car,56,35
50,177,614,937,car,334,295
60,177,734,523,car,161,148
64,177,713,203,car,170,188
68,177,1506,292,car,86,62
70,177,861,243,car,71,64
72,177,835,166,car,48,36
9,178,346,566,car,396,501
43,178,908,179,car,58,36
50,178,608,958,car,340,300
60,178,727,553,car,175,163
64,178,705,208,car,181,200
66,178,825,335,car,121,107
67,178,1579,260,car,73,63
68,178,1493,283,car,87,61
70,178,857,249,car,74,66
72,178,831,168,car,53,40
9,179,312,602,car,422,537
43,179,906,182,car,60,37
60,179,718,587,car,184,173
64,179,699,213,car,187,208
66,179,821,342,car,124,110
67,179,1566,254,car,72,61
68,179,1475,272,car,83,59
70,179,855,255,car,76,67
72,179,826,169,car,55,42
9,180,274,648,car,456,581
43,180,901,186,car,60,38
60,180,706,625,car,195,185
64,180,693,216,car,191,212
66,180,815,360,car,134,122
67,180,1554,250,car,72,59
70,180,851,262,car,78,68
72,180,823,170,car,56,42
9,181,247,698,car,500,644
43,181,899,189,car,62,40
60,181,695,668,car,210,202
64,181,685,225,car,195,217
66,181,811,368,car,139,125
67,181,1543,244,car,70,57
70,181,846,270,car,82,72
72,181,819,174,car,53,40
9,182,227,710,car,516,665
43,182,896,191,car,64,42
48,182,677,740,car,238,225
60,182,689,687,car,217,209
64,182,677,231,car,200,223
66,182,802,388,car,144,132
67,182,1531,239,car,70,56
70,182,840,277,car,85,74
72,182,815,177,car,55,41
35,183,951,151,car,47,32
43,183,891,195,car,66,44
48,183,668,788,car,256,252
64,183,671,237,car,203,227
66,183,795,405,car,148,138
67,183,1522,235,car,71,56
70,183,837,286,car,89,78
72,183,812,179,car,55,42
35,184,945,153,car,46,31
43,184,888,198,car,66,45
48,184,656,846,car,270,276
64,184,661,243,car,211,236
66,184,789,427,car,153,146
67,184,1514,230,car,70,55
70,184,834,294,car,90,78
72,184,807,180,car,54,41
35,185,941,155,car,45,30
43,185,885,201,car,69,47
48,185,643,911,car,279,285
64,185,653,251,car,220,247
66,185,786,446,car,160,153
67,185,1501,224,car,68,53
70,185,829,302,car,94,82
72,185,804,182,car,55,42
35,186,938,157,car,47,31
43,186,881,207,car,66,47
48,186,622,960,car,251,238
64,186,643,258,car,227,256
66,186,778,469,car,171,166
67,186,1495,223,car,67,51
70,186,825,311,car,100,89
72,186,800,183,car,56,42
35,187,935,158,car,50,33
43,187,880,211,car,66,48
48,187,613,1012,car,184,147
64,187,637,264,car,233,263
66,187,773,481,car,176,172
67,187,1487,220,car,65,50
70,187,820,323,car,104,93
35,188,932,160,car,51,34
43,188,875,216,car,65,47
48,188,605,1046,car,163,130
64,188,626,272,car,241,275
66,188,764,520,car,191,189
67,188,1480,216,car,65,49
70,188,816,333,car,110,98
72,188,789,190,car,61,47
78,188,1755,338,car,97,86
35,189,924,160,car,51,34
43,189,870,220,car,68,50
64,189,617,279,car,249,286
66,189,756,554,car,202,203
67,189,1469,211,car,63,48
70,189,809,345,car,118,108
72,189,787,193,car,62,48
78,189,1732,328,car,95,83
43,190,868,225,car,71,53
64,190,607,290,car,258,296
66,190,751,569,car,209,210
67,190,1467,207,car,61,46
70,190,806,357,car,121,111
72,190,781,195,car,63,48
78,190,1712,318,car,96,82
2,191,730,652,car,229,246
43,191,864,230,car,72,54
64,191,598,297,car,264,305
67,191,1459,203,car,60,45
70,191,800,371,car,123,114
72,191,778,198,car,65,51
78,191,1692,309,car,96,82
80,191,1747,418,car,88,95
2,192,727,690,car,246,272
43,192,859,236,car,74,55
64,192,593,303,car,273,317
67,192,1453,202,car,59,43
70,192,795,384,car,126,118
72,192,774,200,car,67,53
78,192,1673,300,car,94,79
80,192,1714,399,car,88,91
81,192,1483,264,car,87,68
2,193,716,734,car,258,294
43,193,856,241,car,74,55
64,193,580,310,car,280,328
67,193,1449,200,car,59,43
70,193,790,399,car,132,125
72,193,770,204,car,68,54
78,193,1654,292,car,89,74
80,193,1685,383,car,84,83
81,193,1469,258,car,82,63
2,194,703,800,car,276,318
43,194,852,246,car,77,58
64,194,560,330,car,300,351
67,194,1445,197,car,58,42
70,194,784,417,car,138,131
72,194,765,207,car,67,53
78,194,1638,284,car,89,73
80,194,1657,367,car,84,80
81,194,1460,253,car,79,61
2,195,688,877,car,304,353
43,195,850,252,car,78,59
64,195,545,346,car,314,366
67,195,1437,193,car,57,41
70,195,777,436,car,142,136
72,195,760,209,car,67,53
78,195,1624,278,car,85,70
80,195,1631,354,car,84,77
81,195,1449,246,car,78,61
2,196,680,919,car,321,372
43,196,844,261,car,80,61
64,196,529,362,car,338,396
70,196,772,458,car,150,145
72,196,755,213,car,70,56
78,196,1609,272,car,84,68
80,196,1609,342,car,83,73
81,196,1442,242,car,74,58
83,196,906,179,car,58,45
43,197,840,269,car,81,62
64,197,512,379,car,359,425
70,197,766,482,car,158,153
72,197,749,216,car,72,58
78,197,1595,265,car,81,65
80,197,1587,331,car,80,68
81,197,1432,238,car,69,54
83,197,901,181,car,60,47
43,198,837,277,car,82,64
64,198,496,393,car,373,446
70,198,760,505,car,165,161
72,198,745,220,car,73,59
78,198,1581,259,car,81,65
80,198,1567,320,car,80,66
81,198,1421,232,car,67,53
83,198,898,183,car,62,49
43,199,835,284,car,86,67
64,199,476,414,car,400,482
70,199,752,534,car,177,174
72,199,740,222,car,75,60
78,199,1571,254,car,81,65
80,199,1549,310,car,78,62
81,199,1410,227,car,65,51
83,199,895,187,car,62,50
43,200,830,293,car,87,68
64,200,457,434,car,419,507
70,200,745,565,car,191,189
72,200,734,228,car,73,60
78,200,1557,249,car,81,64
80,200,1532,300,car,79,61
83,200,890,190,car,65,53
43,201,825,303,car,89,70
64,201,432,461,car,441,534
70,201,741,599,car,205,205
72,201,729,232,car,75,61
78,201,1548,243,car,77,61
80,201,1516,291,car,77,58
81,201,1403,218,car,63,50
83,201,886,194,car,65,53
43,202,821,314,car,89,70
64,202,407,486,car,472,574
67,202,1404,177,car,49,35
70,202,731,641,car,221,224
72,202,723,235,car,76,62
78,202,1538,239,car,77,61
80,202,1500,282,car,78,58
81,202,1394,216,car,59,46
83,202,882,199,car,65,53
43,203,818,324,car,96,76
64,203,381,515,car,512,628
67,203,1398,174,car,47,34
70,203,722,690,car,238,244
72,203,717,240,car,79,65
78,203,1530,236,car,77,61
80,203,1487,276,car,76,55
81,203,1387,212,car,59,47
83,203,879,203,car,67,55
43,204,811,337,car,103,83
64,204,353,550,car,553,681
70,204,711,743,car,257,267
72,204,712,245,car,80,66
78,204,1520,231,car,71,57
80,204,1475,270,car,72,51
81,204,1380,209,car,58,45
83,204,875,208,car,64,53
43,205,807,350,car,107,87
53,205,693,839,car,305,316
64,205,324,588,car,601,745
70,205,704,765,car,266,277
72,205,706,249,car,83,69
78,205,1514,227,car,67,53
80,205,1463,262,car,75,53
81,205,1377,202,car,63,50
83,205,872,212,car,67,56
43,206,802,363,car,109,90
53,206,682,897,car,317,337
64,206,305,634,car,648,813
72,206,701,253,car,85,70
78,206,1505,222,car,66,52
80,206,1452,255,car,73,51
81,206,1373,200,car,59,46
83,206,868,216,car,70,59
43,207,798,378,car,116,95
50,207,661,948,car,305,263
53,207,683,903,car,318,338
64,207,288,653,car,671,841
72,207,695,260,car,85,70
78,207,1497,218,car,66,53
80,207,1443,250,car,71,49
81,207,1366,196,car,57,45
83,207,865,220,car,70,59
43,208,793,393,car,121,101
50,208,658,984,car,247,187
64,208,276,651,car,676,866
72,208,689,264,car,90,75
78,208,1489,215,car,63,49
80,208,1427,241,car,68,47
83,208,863,224,car,72,62
43,209,787,411,car,129,108
50,209,660,985,car,232,176
64,209,259,669,car,698,894
72,209,682,271,car,87,73
78,209,1483,211,car,63,50
83,209,858,231,car,74,63
43,210,781,431,car,131,110
72,210,673,276,car,91,76
78,210,1477,208,car,62,49
81,210,1352,191,car,53,42
83,210,853,237,car,74,64
86,210,1721,397,car,79,84
43,211,773,454,car,142,121
72,211,667,282,car,93,77
78,211,1467,203,car,60,48
81,211,1349,189,car,51,40
83,211,850,243,car,76,65
86,211,1690,379,car,79,82
43,212,767,478,car,146,125
72,212,659,291,car,98,82
78,212,1462,202,car,57,45
81,212,1345,187,car,51,40
83,212,846,250,car,78,68
86,212,1662,364,car,80,80
43,213,763,506,car,156,135
72,213,650,298,car,100,84
78,213,1456,199,car,57,44
81,213,1339,184,car,50,39
83,213,842,254,car,80,69
86,213,1635,348,car,80,76
43,214,756,535,car,164,143
72,214,641,306,car,106,89
78,214,1451,197,car,55,43
83,214,836,264,car,87,76
86,214,1611,335,car,77,71
43,215,748,569,car,175,154
72,215,632,314,car,110,94
78,215,1447,194,car,56,44
83,215,832,272,car,87,76
86,215,1587,324,car,77,69
43,216,743,586,car,181,159
53,216,739,630,car,171,180
72,216,625,322,car,111,95
78,216,1442,190,car,54,43
83,216,829,280,car,89,79
86,216,1568,313,car,72,63
53,217,732,660,car,181,191
72,217,616,333,car,116,100
78,217,1435,187,car,53,42
83,217,826,286,car,98,88
86,217,1550,302,car,74,63
53,218,724,703,car,194,204
72,218,607,342,car,120,104
78,218,1431,187,car,47,37
83,218,823,297,car,96,87
86,218,1533,293,car,72,60
53,219,714,764,car,218,227
72,219,597,352,car,126,111
78,219,1427,186,car,46,35
83,219,818,307,car,101,93
86,219,1518,284,car,72,59
53,220,712,776,car,219,229
70,220,694,875,car,262,274
72,220,590,359,car,129,114
78,220,1423,181,car,46,34
81,220,1321,168,car,37,29
83,220,813,318,car,102,94
86,220,1504,274,car,74,59
70,221,683,927,car,268,280
72,221,575,375,car,133,118
78,221,1418,179,car,46,35
81,221,1317,166,car,35,27
83,221,807,331,car,106,99
86,221,1491,267,car,71,55
70,222,671,970,car,235,220
72,222,563,388,car,131,117
78,222,1415,177,car,46,35
81,222,1316,167,car,38,29
83,222,802,341,car,108,102
86,222,1478,261,car,69,53
70,223,667,988,car,227,212
72,223,554,397,car,134,119
78,223,1411,176,car,48,36
81,223,1312,165,car,37,28
83,223,796,354,car,107,101
86,223,1468,254,car,69,52
72,224,536,416,car,148,132
78,224,1406,174,car,49,37
83,224,790,367,car,114,108
86,224,1456,248,car,66,49
72,225,527,425,car,152,136
78,225,1403,173,car,49,37
83,225,783,385,car,121,115
86,225,1445,243,car,65,48
89,225,1334,188,car,48,31
78,226,1398,171,car,48,37
83,226,777,402,car,129,125
86,226,1438,239,car,64,47
89,226,1330,187,car,46,30
72,227,493,468,car,169,153
83,227,770,421,car,135,131
86,227,1430,234,car,63,45
72,228,475,487,car,177,161
78,228,1394,168,car,43,33
83,228,766,442,car,140,137
86,228,1422,229,car,62,44
72,229,456,511,car,187,172
78,229,1390,165,car,42,32
83,229,758,466,car,149,148
86,229,1415,224,car,63,45
89,229,1325,180,car,43,27
72,230,444,523,car,193,177
83,230,752,489,car,156,155
86,230,1408,220,car,64,45
89,230,1323,177,car,43,27
72,231,416,560,car,208,192
83,231,745,518,car,167,170
86,231,1403,217,car,60,42
89,231,1319,174,car,41,25
9,232,807,156,car,84,109
72,232,391,588,car,214,199
83,232,736,553,car,176,180
86,232,1397,213,car,59,42
89,232,1317,172,car,40,24
9,233,809,152,car,79,104
72,233,366,623,car,229,213
83,233,727,589,car,188,195
86,233,1390,209,car,60,42
89,233,1314,172,car,39,23
9,234,805,157,car,79,105
72,234,338,660,car,249,235
83,234,720,629,car,202,211
86,234,1385,206,car,60,42
89,234,1312,170,car,40,24
9,235,801,160,car,78,105
72,235,308,702,car,263,252
83,235,711,676,car,221,233
86,235,1380,202,car,62,43
89,235,1309,169,car,41,25
53,236,692,756,car,248,266
72,236,291,722,car,272,261
83,236,705,696,car,229,241
86,236,1374,199,car,60,43
89,236,1306,168,car,39,24
2,237,672,835,car,247,302
53,237,691,756,car,251,269
86,237,1370,196,car,58,41
89,237,1303,167,car,37,22
2,238,657,904,car,271,335
86,238,1366,195,car,57,41
89,238,1301,166,car,35,21
2,239,657,898,car,269,332
43,239,638,949,car,295,256
64,239,136,932,car,253,304
86,239,1361,193,car,53,38
43,240,628,987,car,250,192
64,240,135,939,car,228,274
86,240,1358,191,car,49,35
9,241,764,176,car,91,123
43,241,624,1004,car,248,190
86,241,1354,188,car,47,33
9,242,759,180,car,94,127
86,242,1350,187,car,45,30
9,243,754,182,car,96,129
86,243,1344,183,car,42,28
9,244,749,185,car,98,131
86,244,1345,183,car,44,29
86,245,1341,182,car,42,28
86,246,1339,179,car,42,27
9,247,729,194,car,100,134
86,247,1337,177,car,43,27
89,247,1285,153,car,39,23
9,248,723,197,car,102,136
86,248,1334,175,car,42,26
89,248,1283,152,car,37,22
86,249,1332,175,car,43,27
89,249,1281,151,car,36,21
9,250,706,207,car,110,147
86,250,1330,174,car,45,28
9,251,699,212,car,112,151
86,251,1325,172,car,45,28
9,252,692,218,car,115,155
50,252,880,153,car,39,30
86,252,1323,171,car,44,28
9,253,683,223,car,119,160
50,253,874,153,car,42,32
86,253,1320,169,car,42,26
9,254,676,229,car,123,163
50,254,870,155,car,43,33
86,254,1318,167,car,40,24
9,255,669,234,car,125,167
50,255,868,156,car,43,33
86,255,1314,166,car,38,23
9,256,660,240,car,128,172
50,256,864,158,car,43,33
9,257,652,245,car,132,177
50,257,859,159,car,45,35
9,258,643,252,car,135,180
50,258,857,161,car,48,37
78,258,1307,157,car,37,28
9,259,635,260,car,138,184
50,259,854,162,car,47,36
78,259,1306,157,car,38,30
9,260,625,268,car,144,192
50,260,850,163,car,48,37
78,260,1305,157,car,37,30
9,261,615,275,car,148,196
50,261,845,166,car,44,33
78,261,1302,155,car,36,29
9,262,605,285,car,156,207
50,262,841,169,car,43,32
78,262,1300,154,car,35,28
9,263,595,294,car,166,221
50,263,836,171,car,46,34
78,263,1297,152,car,35,28
97,263,742,233,car,64,46
9,264,582,305,car,170,226
50,264,831,173,car,46,34
78,264,1295,152,car,35,28
97,264,736,239,car,65,46
9,265,569,318,car,178,236
50,265,826,175,car,47,34
97,265,730,242,car,70,49
9,266,558,331,car,190,251
50,266,822,179,car,48,35
97,266,724,246,car,71,50
9,267,545,344,car,200,264
50,267,818,181,car,49,35
97,267,718,254,car,69,48
9,268,529,356,car,205,269
50,268,815,183,car,52,37
97,268,711,259,car,74,51
9,269,512,370,car,217,283
50,269,811,185,car,52,38
97,269,705,264,car,79,54
9,270,494,389,car,230,301
50,270,807,189,car,55,39
97,270,699,269,car,81,55
9,271,478,406,car,245,320
50,271,804,191,car,55,39
9,272,457,427,car,259,338
50,272,798,193,car,57,40
9,273,433,450,car,271,351
50,273,794,196,car,59,41
97,273,676,297,car,82,56
9,274,411,475,car,288,371
50,274,789,199,car,62,43
97,274,670,303,car,83,57
9,275,381,503,car,310,398
50,275,783,202,car,64,44
97,275,657,314,car,89,60
9,276,352,533,car,333,427
50,276,779,204,car,65,45
97,276,648,324,car,88,58
9,277,322,565,car,355,452
50,277,776,208,car,67,46
97,277,637,333,car,92,60
9,278,279,606,car,383,487
50,278,772,212,car,66,46
97,278,629,340,car,93,61
9,279,240,656,car,423,537
50,279,766,216,car,66,46
97,279,617,356,car,98,63
9,280,216,710,car,457,585
50,280,761,219,car,67,47
97,280,604,371,car,102,65
9,281,199,750,car,478,623
50,281,756,224,car,70,49
97,281,629,332,car,191,128
9,282,177,784,car,454,603
50,282,750,229,car,67,46
